_links,asOfDate,closingPrice,country,currency,dividendQualityScore,exchange,fiftyTwoWeekHigh,fiftyTwoWeekLow,fundamentalAnalysisScore,latestAnnualFilingDate,latestQuarterlyAnnualFilingDate,latestSemiAnnualFilingDate,marketCap,name,oneMonthSharePricePerformance,oneYearSharePricePerformance,peers,profile,symbol
"{'self': {'href': '/companies/AIM-CA'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AIM-CA/alerts'}, 'cn:peers': {'href': '/companies/AIM-CA/peers'}, 'cn:reports': {'href': '/companies/AIM-CA/reports'}, 'cn:stats': {'href': '/companies/AIM-CA/stats'}}",2019-05-07T00:00:00.000Z,3.108731221181,CANADA,USD,NA,TSE,3.4210917745054,1.4614011601963,16,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,473.48213541573,Aimia Inc,7.7319587628866,109.0,"['EQ-CA', 'BTV-CA', 'PTS-CA', 'YOO-CA', 'ADS-US']","Aimia Inc is a Canada-based data-driven marketing and loyalty analytics company. The Company operates in the following business segments: Coalitions and Insights & Loyalty Solutions (ILS). Within Coalitions segment, the Company has interest in, and joint control with Grupo Aeromexico, the owner and operator of Club Premier, a Mexican coalition loyalty program, and an investment in Think Big, the owner and operator of BIG, AirAsia and Tune Group's loyalty program. Within the ILS, the Company provides clients with end-to-end loyalty solutions across the globe with operations in the Americas, Europe and Asia Pacific. The ILS business provides clients with loyalty strategy, program design, implementation, campaign, analytics and rewards fulfillment, as well as deploys the Company's loyalty platforms, including the Aimia Loyalty Platform Enterprise and Aimia Loyalty Platform Software as a Service (SAAS). ILS includes also the Air Miles Middle East program.",AIM-CA
"{'self': {'href': '/companies/AF-FR'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AF-FR/alerts'}, 'cn:peers': {'href': '/companies/AF-FR/peers'}, 'cn:reports': {'href': '/companies/AF-FR/reports'}, 'cn:stats': {'href': '/companies/AF-FR/stats'}}",2019-05-07T00:00:00.000Z,9.23,FRANCE,EUR,100,EPA,12.73,6.646,44,2018-12-31T00:00:00.000Z,2019-03-31T00:00:00.000Z,2003-03-31T00:00:00.000Z,3945.71106488,Air France KLM SA,-14.338747099768,26.438356164384,"['LHA-DE', 'AB1-DE', 'FIA1S-FI']","Air France KLM-SA is an airline company. The Company is engaged in passenger transportation. Its activities also include cargo, aeronautics maintenance and other air-transport-related activities, including catering. The Company's two sub-groups Air France and KLM have a flyer program, Flying Blue, which enables members to acquire miles as they fly with airline partners or from transactions with non-airline partners. Its activities include Passenger transport, Cargo transport, Maintenance and Other activities. The Company's network is organized around the hubs at Paris-Charles de Gaulle and Amsterdam-Schiphol. With these two hubs, the Company links Europe to the rest of the world, with approximately 320 destinations in over 115 countries. Transavia, the Company's subsidiary, has operations in the Netherlands and France directed at medium-haul leisure customers, as well as through its charter flights and tour operators.",AF-FR
"{'self': {'href': '/companies/2802-JP'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/2802-JP/alerts'}, 'cn:peers': {'href': '/companies/2802-JP/peers'}, 'cn:reports': {'href': '/companies/2802-JP/reports'}, 'cn:stats': {'href': '/companies/2802-JP/stats'}}",2019-05-07T00:00:00.000Z,16.183640303359,JAPAN,USD,100,TYO,19.754423979776,14.66684723727,56,2018-03-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,2010-03-31T00:00:00.000Z,8870.2633488624,Ajinomoto Co Inc,3.8829324833382,-11.393969352447,"['2812-JP', '2810-JP', '2801-JP', '2806-JP', '2809-JP', '2917-JP', 'INDF-ID', '600866-CN']","Ajinomoto Co., Inc. is a food company. The Company is an amino acid manufacturer, which uses bioscience and fine chemical technologies to develop businesses in fields other than food. Its segments include Japan food products, international food products, life support and healthcare. The Japan food products segment offers seasonings and processed foods, frozen foods and coffee products. The international food products segment offers seasonings and processed foods, frozen foods, and umami seasonings for processed food manufacturers and sweeteners. The life support segment offers animal nutrition and specialty chemicals. The healthcare segment offers amino acids for intravenous drip, anti-cancer drugs, autoimmune disease drug, pharmaceutical intermediates and active ingredients for anti-aids drug, agrochemical surfactants and natural extracts. Its other business includes the business tie-ups, the packaging business, the logistics business and other service businesses.",2802-JP
"{'self': {'href': '/companies/8343-JP'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/8343-JP/alerts'}, 'cn:peers': {'href': '/companies/8343-JP/peers'}, 'cn:reports': {'href': '/companies/8343-JP/reports'}, 'cn:stats': {'href': '/companies/8343-JP/stats'}}",2019-05-07T00:00:00.000Z,19.348140122788,JAPAN,USD,100,TYO,29.162152401589,18.418201516793,46,2018-03-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,2010-03-31T00:00:00.000Z,347.31509676779,Akita Bank Ltd,-7.0281995661605,-26.76008202324,"['8336-JP', '8304-JP', '8342-JP', '8386-JP', '8393-JP']","THE AKITA BANK, LTD. is a Japan-based regional bank. The Bank operates in three business segments. The Banking segment provides the deposit, loan, securities trading and investment, domestic and foreign exchange, bond underwriting and registration services, among others. The Leasing segment is engaged in the leasing business. The Others segment is engaged in the regional economy vitalization support business, management consulting service, the personal loan credit guarantee business, the provision of credit services and others.",8343-JP
"{'self': {'href': '/companies/LN-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/LN-US/alerts'}, 'cn:peers': {'href': '/companies/LN-US/peers'}, 'cn:reports': {'href': '/companies/LN-US/reports'}, 'cn:stats': {'href': '/companies/LN-US/stats'}}",2019-05-07T00:00:00.000Z,34.02,UNITED STATES,JPY,NA,NYSE,46.48,27.66,54,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,8119.87206534,Line Corp (ADR),-2.4935511607911,-7.0491803278688,"['PERI-US', 'PBYA-US', 'PIKL-US', 'PINS-US']","LINE Corporation is a Japan-based company mainly engaged in the operation of LINE business portal business. Its LINE business portal segment includes communication and content service and advertising service. Communication and content service provides communication, contents and other services, such as LINE Pay, LINE FRIENDS and LINE Mobile. Advertising service provides LINE advertising and portal advertising services.",LN-US
"{'self': {'href': '/companies/EXITO-CO'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/EXITO-CO/alerts'}, 'cn:peers': {'href': '/companies/EXITO-CO/peers'}, 'cn:reports': {'href': '/companies/EXITO-CO/reports'}, 'cn:stats': {'href': '/companies/EXITO-CO/stats'}}",2019-05-07T00:00:00.000Z,4633.3333333333,COLOMBIA,USD,100,CLB,5619.9999999999,3973.3333333333,63,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,2073899.9974666,Almacenes Exito SA,-3.7396121883657,-15.552855407047,"['INRETC1-PE', 'SUPERC1-PE', 'CHDRAUIB-MX', 'CENCOSUD-CL']","Almacenes Exito SA is a Colombia-based company engaged in the retail sector. The Company's activities are structured into three geographical divisions: Colombia, Brazil and Other countries. In Colombia, the Company operates retail and wholesale department and discount stores, as well as supermarkets under numerous brand names, such as Exito, Carulla, Surtimax, Seper Inter and Surtimayorista. In Brazil, its services comprise sale of food products, distribution of non-food goods, such as electronic appliances, as well as operation of e-commerce stores. The Other countries area includes management of supermarkets under Libertad and Mini Libertad brand names in Argentina, as well as Disco, Devoto y Geant brand names in Uruguay. In addition, the Company provides credit card issuing, travel agency services, insurance products, as well as mobile telecommunication services, among others. It is a subsidiary of Casino Guichard Perrachon SA.",EXITO-CO
"{'self': {'href': '/companies/AMC-AU'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AMC-AU/alerts'}, 'cn:peers': {'href': '/companies/AMC-AU/peers'}, 'cn:reports': {'href': '/companies/AMC-AU/reports'}, 'cn:stats': {'href': '/companies/AMC-AU/stats'}}",2019-05-07T00:00:00.000Z,16.3,AUSTRALIA,AUD,67,ASX,16.57,12.665,75,2018-06-30T00:00:00.000Z,,2018-12-31T00:00:00.000Z,18860.0291,Amcor Limited,6.3968668407311,22.556390977444,"['PPG-AU', 'ORA-AU', 'AJL-AU']","Amcor Limited is a packaging company. The Company's segments include Amcor Rigid Plastics, Amcor Flexibles and Other/Investments. The Company offers a range of packaging related products and services, including packaging for beverages, food, healthcare, and personal and homecare, tobacco and industrial applications. Its products include packaging for fresh foods, such as meat, fish, bread, produce and dairy, and processed foods, such as confectionery, snack foods, coffee and ready meals, as well as resin and aluminum based medical applications, hospital supplies, pharmaceuticals, personal and home care products, and specialty packaging.",AMC-AU
"{'self': {'href': '/companies/AEFES-TR'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AEFES-TR/alerts'}, 'cn:peers': {'href': '/companies/AEFES-TR/peers'}, 'cn:reports': {'href': '/companies/AEFES-TR/reports'}, 'cn:stats': {'href': '/companies/AEFES-TR/stats'}}",2019-05-07T00:00:00.000Z,3.1035560894536,TURKEY,USD,92,IST,4.4295970116343,2.8781121953628,31,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,1837.6310783459,Anadolu Efes Biracilik ve Malt Sanayi AS,-4.7474747474748,-24.111122694023,"['TBORG-TR', 'TATGD-TR', 'ZWC-PL', 'RBREW-DK']","Anadolu Efes Biracilik ve Malt Sanayii AS is a Turkey-based company, which is engaged in the production, bottling, selling and distribution of beer under a number of trademarks and also in the production, bottling, selling and distribution of sparkling and still beverages with The Coca-Cola Company trademark. The Group owns and operates more than 14 breweries, over five malt production facilities and over 15 facilities for sparkling and still beverages production. Furthermore, the Group has joint control over Anadolu Etap Penkon Gida ve Tarim Urunleri San. ve Tic. AS (Anadolu Etap) which undertakes production and sales of fruit juice concentrates and purees in Turkey. The Group also has joint control over Syrian Soft Drink Sales & Dist. LLC (SSDSD) which undertakes distribution and sales of sparkling and still beverages in Syria.",AEFES-TR
"{'self': {'href': '/companies/AEP-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AEP-GB/alerts'}, 'cn:peers': {'href': '/companies/AEP-GB/peers'}, 'cn:reports': {'href': '/companies/AEP-GB/reports'}, 'cn:stats': {'href': '/companies/AEP-GB/stats'}}",2019-05-07T00:00:00.000Z,5.28,UNITED KINGDOM,USD,100,LON,7.68,5.04,75,2017-12-31T00:00:00.000Z,,2018-06-30T00:00:00.000Z,209.28004416,Anglo-Eastern Plantations PLC,-0.37735849056603,-31.070496083551,"['MPE-GB', 'PAL-GB', 'SIP-BE', 'DKL-GB']","Anglo-Eastern Plantations Plc (AEP) is a producer of palm oil and rubber. The Company is engaged in the crop production and processing of palm oil and rubber through operations in Indonesia and Malaysia. Its segments include crude palm oil price (CPO), Rubber and Biomass products. The Company has developed over 50,800 hectares of mature oil palm at approximately 15 plantations across Indonesia and Malaysia. The Company operates over six palm oil mills in Indonesia, including a mill at Northern Sumatera incorporating waste management treatment for biomass disposal and biogas emission capture. The Company has approximately 510 hectares of rubber plantations. AEP's assets in Indonesia include the estates of Tasik, Anak Tasik, Labuhan Bilik, Blankahan, Rambung, Sg Musam and Cahaya Pelita in North Sumatera; the estates of Puding Mas, Alno, KKST, ELAP and RAA in Bengkulu and South Sumatera; the Bina Pitri estates in the Riau region, and the Sawit Graha Manunggal estates in Kalimantan.",AEP-GB
"{'self': {'href': '/companies/BUD-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/BUD-US/alerts'}, 'cn:peers': {'href': '/companies/BUD-US/peers'}, 'cn:reports': {'href': '/companies/BUD-US/reports'}, 'cn:stats': {'href': '/companies/BUD-US/stats'}}",2019-05-07T00:00:00.000Z,84.26,UNITED STATES,USD,67,NYSE,106.86,64.545,50,2018-12-31T00:00:00.000Z,2018-09-30T00:00:00.000Z,2018-12-31T00:00:00.000Z,137406.12568958,Anheuser Busch Inbev NV (ADR),-2.386468952734,-13.703400245801,"['HEINY-US', 'SAM-US', 'CCU-US', 'KNBWY-US', 'DEO-US', 'TAP-US']","Anheuser Busch Inbev NV (AB InBev) is a Belgium-based company engaged in the brewers industry. The Company owns a portfolio of over 400 beer brands. The Company's brand portfolio includes global brands, such as Budweiser, Corona and Stella Artois; international brands, including Beck's, Leffe and Hoegaarden, and local champions, such as Bud Light, Skol, Brahma, Antarctica, Quilmes, Victoria, Modelo Especial, Michelob Ultra, Harbin, Sedrin, Klinskoye, Sibirskaya Korona, Chernigivske, Cass and Jupiler, among others. The Company's soft drinks business consists of both own production and agreements with PepsiCo related to bottling and distribution arrangements between its various subsidiaries and PepsiCo. Ambev, which is a subsidiary of the Company, is a PepsiCo bottler. Brands that are distributed under these agreements are Pepsi, 7UP and Gatorade.",BUD-US
"{'self': {'href': '/companies/AAPL-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AAPL-US/alerts'}, 'cn:peers': {'href': '/companies/AAPL-US/peers'}, 'cn:reports': {'href': '/companies/AAPL-US/reports'}, 'cn:stats': {'href': '/companies/AAPL-US/stats'}}",2019-05-07T00:00:00.000Z,202.86,UNITED STATES,USD,100,NASD,233.47,142.0,75,2018-09-29T00:00:00.000Z,2019-03-30T00:00:00.000Z,,933374.0745,Apple Inc.,2.9746192893401,9.5593000648088,"['HPQ-US', 'MSFT-US', 'IBM-US', 'GOOGL-US']","Apple Inc. designs, manufactures and markets mobile communication and media devices, personal computers and portable digital music players. The Company sells a range of related software, services, accessories, networking solutions, and third-party digital content and applications. The Company's segments include the Americas, Europe, Greater China, Japan and Rest of Asia Pacific. The Americas segment includes both North and South America. The Europe segment includes European countries, India, the Middle East and Africa. The Greater China segment includes China, Hong Kong and Taiwan. The Rest of Asia Pacific segment includes Australia and the Asian countries not included in the Company's other operating segments. Its products and services include iPhone, iPad, Mac, iPod, Apple Watch, Apple TV, a portfolio of consumer and professional software applications, iPhone OS (iOS), OS X and watchOS operating systems, iCloud, Apple Pay and a range of accessory, service and support offerings.",AAPL-US
