No.,Member ID (internal),Organisation Name,Country,Submission Date,Primary Activity or Product,Membership Number,1.1 Please state your main activities as a palm oil grower,2.1.1 Please state your number of estates/management units,"2.1.2 Total land controlled/managed for oil palm cultivation, planted (already planted areas and areas used for roads, mills, housing and other associated infrastructure)",2.1.3 Total area unplanted (land area controlled/managed that is designated for future planting of oil palm),2.1.4 Total land designated and managed as HCV areas,2.1.5 Other conservation areas set aside excluding HCV areas reported in 2.1.4,2.1.6 Total land under scheme/plasma smallholders certified,2.1.6.1 Total land under scheme/plasma smallholders uncertified,2.1.7 Total land area controlled/managed for oil palm cultivation (This is an auto sum of 2.1.2 - 2.1.6.1),2.2.1 Number of estates/Management Units certified,2.2.2 Total certified area,2.3.1 Indonesia - Please indicate which province(s),2.3.2 Malaysia - please indicate which state(s),2.3.3 Other - please indicate which country(ies),2.4.1 New area planted in this reporting period,2.5.2 type_of_smallholder,2.5.3.1 Scheme/plasma,2.5.3.2 Scheme/plasma,2.5.4.1 Associated smallholders,2.5.4.2 Associated smallholders,2.5.5.1 Independent smallholders,2.5.5.2 Independent smallholders,2.5.6.1 Outgrowers,2.5.6.2 Outgrowers,2.5.7.1 Other 3rd party supplier Total FFB volume that is supplied,2.5.7.2 Other 3rd party supplier FFB volume supplied that is certified,2.6.1 Number of Palm Oil Mills operated,2.6.2 Number of Palm Oil Mills certified,2.6.3 Number of Palm Kernel crushers and/or Palm Kernel mills operated,2.6.4 Number of Palm Kernel crushers and/or Palm Kernel mills certified,2.7.1 Total hourly FFB processing capacity (ton FFB/hr),2.7.2 Total hourly kernel processing capacity (ton PK/hr),3.1.1 Book and Claim,3.1.2 Mass Balance,3.1.3 Segregrated,3.1.4 Identity Preserved,3.2 Sold under other schemes for CSPO & CSPK,3.3 Sold as conventional for CSPO & CSPK,3.4 Total Volume (Auto sum for 3.1 - 3.3),4.1 Year of first RSPO P&C certification (planned or achieved),"4.1 If target has not been met, please explain why",4.2 Year expected to achieve 100% RSPO certification of estates,"4.2 If target has not been met, please explain why",4.3 Year expected to achieve 100% RSPO certification of scheme/associated smallholders and outgrowers,"4.3 If target has not been met, please explain why",4.4 Year expected to achieve 100% RSPO certification of independently sourced FFB,"4.4 If target has not been met, please explain why","5.1 With regards to RSPO General Assembly resolution 6g that calls for members to submit maps of their concessions by ACOP deadline, please upload your estate location concession map(s) in Shapefile format here:",Map data declaration,Comment,5.2 Please state if any concession sites have been recently acquired or if any concession sites have changed ownership since the previous ACOP submission,6.1 Are you currently assessing your operational GHG footprints using other tools/ methodology(s) than RSPO PalmGHG Calculator?,6.1 File,6.1 Link,6.1 Description,6.1 Reason,6.1.2.1 How many management unit is currently reporting its GHG footprint using RSPO PalmGHG Calculator?,6.1.2.2 GHG footprint by hectare (tCO2e/ha),6.1.2.2 GHG footprint by tonne of Crude Palm Oil (tCO2e/tCPO),6.1.2.3 What would the key emissions sources of reporting management unit?,7.1 Outline actions that you will take in the coming year to advance your plans for certification,7.2 Outline actions that you will take in the coming year to promote CSPO along the supply chain,"8.1 If you have not disclosed any of the above information, please indicate the reasons why",- Others:,9.1 Are you currently supporting any independent smallholder groups?,9.1 How are you supporting them?,9.1 When do you plan to start your support for independent smallholders,9.1 Do you have any future plans to support independent smallholders?,1.1.1 Number of groups under your management,1.1.2 Number of smallholders (group members),1.1.3 Number of Outgrowers (group members),1.1.4 Total number of group members,1.2.1 Total land managed for oil palm cultivation - already planted with oil palm,1.2.2 Total land managed for oil palm cultivation - unplanted but designated for future planting,1.2.3 Total land designated and managed as HCV areas,1.2.4 Other conservation areas set aside excluding HCV areas reported in 1.2.3,1.2.5 Total land area managed,1.3.1 Number of certification units,1.3.2 Total certified area,1.4.1 Indonesia - Please indicate which province(s),1.4.2 Malaysia - Please indicate which state(s),1.4.3 Other - Please indicate which country/countries,"1.5.1 Area planted in this reporting period (only for new planted area, not replanting)",1.5.2 Have New Planting Procedure notifications been submitted to the RSPO for plantings this year?,1.6.1 Was there an increase in group members this year?,"1.6.1 If yes, What is the increase this reporting period?","1.6.1 If no, What is the reduction this reporting period?",1.6.2 Was there an increase in the land area managed this year?,"1.6.2 If yes, What is the increase this reporting period?","1.6.2 If no, What is the reduction this reporting period?",1.7.1 Total FFB produced,1.7.2 Total FFB produced that is RSPO-certified,2.1 Book and Claim - Indicate volume,2.1 Book and Claim - Indicate volume (tonnes),2.1 Physical - Indicate volume,2.1 Physical - Indicate volume (tonnes),3.1 Year of RSPO group certification (planned or achieved),"1 What significant economic, social or environmental obstacles have you encountered in the production, procurement, use and/or promotion of CSPO and what efforts did you make to mitigate or resolve them?",2 In addition to the actions already reported in this ACOP how has your organization supported the vision of RSPO to transform markets in other ways? (e.g. Funding; Engagement with key stakeholders; Business to business education/outreach)
30,556,Global Palm Resources Holdings Ltd.,Singapore,"April 26, 2018, 2:47 pm",opg,1-0090-10-000-00,"Oil palm grower, Oil palm grower &amp; miller",1,11026,1015,992,0,4354,-,17387,-,0,Kalimantan Barat,-,-,0,schemed; independent,134081,0,0,0,89670,0,0,0,0,0,1,0,0,0,17.7,0,0,0,0,0,0,0,0,2020,-,2020,-,2020,-,2020,-,map-shapefiles.zip,y,-,-,y,-,-,-,-,-,-,-,-,-,-,unknown,-,n,-,y,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,719,Golden Agri-Resources Ltd,Singapore,"April 23, 2018, 1:43 pm",opg; processor,1-0096-11-000-00,"Oil palm grower &amp; miller, Oil palm grower, miller and kernel crusher operator",168,431763,-,53248,18305,51149,51703,606168,77,259473,Jambi; Kalimantan Barat; Kalimantan Selatan; Kalimantan Tengah; Kalimantan Timur; Kepulauan Bangka Belitung; Lampung; Papua; Riau; Sumatera Selatan; Sumatera Utara,-,-,0,schemed,1768871,438989,0,0,0,0,0,0,0,0,45,29,9,9,1667,42,7189,28992,160382,119816,752554,399799,1468732,2011,"In September 2011, we achieved RSPO certification for 14,955 ha of plantations and one mill under SMART in North Sumatra. These were the first palm oil operations from GAR to receive RSPO certification.",2020,GAR aims to certify all of its nucleus plantations and mills by 2020. This extension reflects our conservative estimate for the time needed to acquire the HGU and the liability data as required recently by RSPO.,2020,GAR aims to certify only its plasma scheme smallholders estates by 2020. This extension reflects our conservative estimate for the time needed to acquire data and information as required by RSPO.,-,-,-,y,Our concessions remain the same with the previous ACOP 2016 report.,GAR has not changed ownership since the previous ACOP submissions.,n,-,-,-,-,29,"5,28 tCO2e/ha","1,64 tCO2e/tCPO",1. Palm Oil Mill Effluent (POME)2. Fertilizer3. Land Use Change,"We have extended the time frame for completion of RSPO certification for the remaining operations established before 30 June 2010. In addition, for operations established after 30 June 2010, we aim to certify a total remaining of 16 mills and 213,415 hectares of our plantations which includes plasma estates by 2020. This extension reflects our conservative estimate for the time needed to acquire the HGU and the liability data as required recently by RSPO.","Our sustainability policy: GAR Social and Environmental Policy commits us to building transparent and traceable supply chains which will aide us in providing support to our suppliers in assisting them to adapt sustainable practices and achieve compliance with our policies. We have achieved full Traceability to the Mill (\'TTM\'), enabling us to map all the mills supplying to our downstream refineries and kernel crushing plants. We are engaging our supplier mills on our policies and are supporting them in adapting better and more sustainable practices including the RSPO P&C which are embedded in our GSEP. In 2016 we launched our action plan to achieve Traceability to the Plantation (‰ÛÏTTP‰Û�) by 2020. Working with these mills, we are now mapping the supply chain all the way back to the plantation level. This expands the outreach of our efforts to the next tier of suppliers including middlemen and smallholders who supply FFB to the mills we buy from. This will further extend the outreach responsible palm oil practices and build supplier capability to adopt these practices. The traceability exercise offers us crucial information about the provenance of our raw materials, improving our transparency to buyers and customers, which we hope will also bring increased confidence and uptake of CSPO. The latest mapping data can be viewed on the Sustainability Dashboard at http://goldenagri.com.sg/sustainability/sustainability-dashboard/",confidential,-,y,"We also conduct other finance and support programmes for independent smallholders. Through the Smallholders Development Programme, GAR has provided technical assistance and long tenure interest-free credit to more than 3,800 independent farmers in East Kalimantan since 2013 in an area covering over 7,700 hectares. They also have access to high-yielding seeds, fertiliser, herbicides and can rent heavy equipment, all at below market rates.Our efforts to help our supply chain including smallholders, adopt more sustainable production practices which supports the goals of sustainable consumption and production under UN Sustainable Development Goal (‰ÛÏSDG‰Û�) 12 that aims to increase net welfare gains from economic activities by reducing resource use, degradation and pollution alongthe whole lifecycle, while increasing quality of life. ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The main factors that continue to impact our operating performance are international CPO price, production volumes, cost of production and impact of climate change. In our efforts, we have embedded sustainable practices in our day-to-day operations. Through our dedicated research arm ‰ÛÒ SMART Research Institute (SMARTRI), we continue to play a key role in tackling negative impacts on palm productivity due to the impact of climate change as well as finding ways to combat disease and pests. SMARTRI also leads research on integrated pest management, minimising use of chemical pesticides through increased use of bio pesticides and other natural controls. In addition, we are constantly conducting research & development related to our business such as how to safeguard the health of consumers using processed palm oil products.","GAR continues to work closely with RSPO to explore options to reform local and national laws and procedures to secure HCV areas within the RSPO P&C. GAR is also a member of  the Biodiversity and High Conservation Values Working Group (BHCVWG), Dispute Settlement Facility Advisory Group (DSFA), HCV Compensation Task Force, and Peatland Working Group (PLWG). In addition, GAR is active in multi-stakeholder platforms such as KADIN and PISAgro, where GAR collaborates with other companies to improve sustainability of the palm oil industry especially smallholder farmers.In ensuring compliance with GAR Social and Environmental Policy (GSEP) and RSPO requirements, an ongoing action plan to engage our suppliers is implemented. This helped the suppliers to understand and adopt better sustainability practices and its results were also shared with other stakeholders (e.g. WWF) to improve the traceability requirement of the RSPO P&C."
32,944,Golden Veroleum (Liberia) Inc. (GVL),Liberia,"May 3, 2018, 9:17 pm",opg,1-0102-11-000-00,Oil palm grower &amp; miller,10,16758,12314,11482,0,0,0,40554,-,0,-,-,Liberia,1753,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,2019,Construction of GVL\'s first industrial mill was completed in the middle of 2017. Pre-certification activities for the mill and associated estates are expected to start in 2018 and certification to be achieved in 2019.,2021,The construction of GVL\'s second industrial mill which will serve the remaining estates (Grand Kru county) is expected to complete in 2019. Certification activities for the mill and associated estates are expected to start in 2020 and certification to be achieved in 2021,-,-,2021,-,gvl_shp_acop_end_of_dec2017.zip,y,GVL concession agreement with the Government of Liberia covers an area of interest which is larger than the submitted area.  This is because the agreement does not allow development until due process is completed which includes the signing of MoUs with relevant communities.,NA,n,-,-,-,-,Measurement of GHG footprint was planned to start in 2017 but the project was stalled due to senior management changes including the sudden demise of the CEO.  The project has been reinitiated to begin in 2018.,Please see 6.1.2.1 above,Please see 6.1.2.1 above,Please see 6.1.2.1 above,1.  Pre-certification activities related to 1st commercial mill in Tarjuowon including internal and trial audits.2.  Pre-certification activities related to supply base for Tarjuowon mill including internal and trial audits.3.  Continuing education on RSPO standard and GVL Sustainability SOPs for operations and sustainability teams.4.  Submission of NPP for planned new planting areas.,"1.  Work with partners including IDH to establish pilot of sustainable community oil palm2. Continue to engage and educate government and other important stakeholders (contractors, NGOs) on RSPO and sustainable commercial agriculture.",unknown,-,n,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Limited and diverse understanding and opinion amongst stakeholders of oil palm cultivation of role of growers, RSPO role and procedures, communities structure and opinions, concession agreements, FPIC process, and local conditions. RSPO procedures in case of Liberia are slow due to RSPO\'s insufficient presence in Africa and lack of supporting infrastructure including approved African HCV assessors. Heavy dependence on third parties also create information inaccuracies and gaps. Lack of common understanding and agreed interpretation of FPIC guidelines cause significant uncertainty. - GVL has developed extensive set of information materials and conducts education and information efforts amongstcommunities, Government, NGO\'s and other stakeholders. GVL takes active role in RSPO dialogue and encourages direct engagement with all stakeholders where there are issues.",Active participation in developing areas in Liberia eg smallholders/community oil palm models/pilot. Initiating discussions to explore the possibility of the Jurisdictional Approach in RSPO certification for Liberia.
33,4369,Goldtree (S.L.) Ltd,Sierra Leone,"April 8, 2018, 6:28 pm",opg,1-0191-15-000-00,"Oil palm grower, miller and kernel crusher operator",1,2208.77,0,642.92,5185.29,0,0,8036.98,-,0,-,-,Sierra Leone,622.13,independent,0,0,0,0,13811.07,0,0,0,0,0,1,0,1,0,20,1,0,0,0,0,0,0,0,2019,LUCA and NPP remediation scheduled for 2018.Outgrower certification to start in 2018. RSSF funds application 2017 was rejected which delayed the outgrower certification Final RSPO certification 2019,2019,-,2020,"RSSF application rejected+10,000 outgrowers to be certified",2020,-,2018-03-gt-estate.zip,y,-,"yes, planting YOP 2017 + HCV 2017",n,-,-,-,-,zero,No data,No data,No data,To conduct a LUCA and NPP remediation for 2016 and 2017 planting.To continue outgrower mapping and data collection for outgrower RSPO certificationTo use the GHG RSPO link,None,unknown,-,y,"We are doing extension service (micro-financing, roads improvements, good agricultural practice training, supply of improved seedlings,...)To start RSPO certification of independent smallholders in 2018",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RSPO certification of outgrowers in Africa is very challenging.,none
34,3466,Goodhope Asia Holdings Ltd.,Singapore,"May 9, 2018, 5:35 pm",opg,1-0175-14-000-00,"Oil palm grower, miller and kernel crusher operator",12,68627,40022,23886,0,829,5166,138530,4,45234.83,Kalimantan Barat; Kalimantan Tengah; Kalimantan Timur; Papua,-,-,0,schemed; outgrowers,23758.43,9660.2,0,0,0,0,97356,0,0,0,5,4,1,0,955881.2,49535,185469,206.98,0,0,0,3020,188695.98,2012,-,2020,-,2023,-,2026,-,grower_goodhopeasiaholdings_2017.zip,y,-,None,n,-,-,-,-,4,38.12,9.18,"POME, Fuel, and Land Conversion",Implementation of ISO 14001 and OHSAS as starting point to the implementation of RSPO P&C through out companies in the group,Internal training to understand CSPO Supply chain - Developement and update SOP of Tracebility,unknown,-,y,Training and Socilization how to implementing RSPO P&C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Legal uncertainty and weak law enforcement due to overlapping of authority and conflicting interests among different government agencies in central, provincial and district level. Governance in natural resource management in Indonesia remains challenging in making sustainability a norm in palm oil industry. Changing of laws and government policies driven by political motives and interests discourage investment in sustainability, notably in the implementation of sustainable palm oil for smallholders.","Goodhope is actively involve in advocating sustainable palm oil in various stakeholders forum, including business associations, private sector and NGOs. The company is also supporting other palm oil companies to subscribe RSPO standards and platform. We are also active in a number of RSPO forums, such as Task Forces"
35,5902,Green Isan Palm Community Enterprise,Thailand,"May 9, 2018, 5:10 pm",opg; smallholder,1-0232-17-000-00,"Oil palm grower, miller and kernel crusher operator",-,0,-,0,0,-,-,0,-,0,-,-,Thailand,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,500,-,500,1575.68,286.24,0,44.19,1906.11,1,157568,-,-,Thailand,0,-,n,-,-,n,-,-,24323,25026,-,0,physical,24323,2018,The obstacles. Of economic encounter  is to educate. Farmers to adopt the. Technological  aspect of plantation management to produce. Quality ffb.  to Supply to crushing mill and improve productivity.  On farm level to achieve high yield to reduce the cost of plantation by using the right and Reasonable cost of input  Logistic management  of fresh fruit bunch to mill to achieve  high quality Cpo and delivery to end users. The pricing policy is the key  of one success  both ffb and  oilAny how all is will solve.  All process by education. And training by our working team,In additional to 1. The sustainability  and profitability  is our vision of  grower and stake holders We will  educate and  supply the right quality input and training by our  experience working team For example   Genetic Fertilizer  suitable plantation management  and good collaboration. With all stake holder
36,1010,Grupo Jaremar,Afghanistan,"April 7, 2018, 12:44 am",opg,1-0105-11-000-00,Oil palm grower &amp; miller,9,14857.61,0,0,0,0,23000,37857.61,9,12497.23,-,-,Honduras,0,independent,0,0,0,0,402700,0,0,0,0,0,2,2,0,0,135,4.95,0,18328,0,0,53250,14055,85633,2015,100% of Own plantations were certified,2015,100% of Own plantations were certified,2022,"Comment:Process of certification:2015-2016 - Start with the process, define strategy, geographical area, database, risks and needs-Protection of the Group, training, Internal Control System, Georeferenciacion EIA, EIS, AVC2017-2018 -Implementation of practices in Field Records, Internal Audits, closure of breaches and Certification of the First Group,(20% of the Sample)It is worth mentioning that the certification of the first Group was scheduled for April / 2017 and we have requested Extension to RSPO / RSSF, to be carried out until August / 2018, given that the political problems of Honduras delayed several programmed activities and that are documented in the Proposal that was has been approved by RSSF2019-2020 - Second Group Tracking and Second Group Certification (46%)2020-2024 - First and second Group Tracking and Certification of other producers (34%)",2024,"We consider that due to the following factors:1. The context of Honduras is special, there is a significant percentage of independent producers.2. They are mostly small producers that require organization and training2. Independent Producers do not have assisted technical assistance3. The government does not have the capacity to control compliance with minimum indicators such as the right to use the land, labor rights, working conditions, deforestation, among others.We hope that by that date -2024 JAREMAR, we can have our own supply chain already certified or, at least have a significant percentage already certified.",acop-grupojaremar-2017.rar,y,"Jaremar, sends complete information of all the own productive units that are certified next to the extraction plants.Independent producers are not considered",Jaremar continues with the same plantations that has declared for the 2015 certification and we confirm that no new plantations have been acquired.,y,-,-,-,-,-,-,-,-,"The following actions that we describe below are those that we will undertake to continue with the Continuous Improvement in our activities to ensure the production of sustainable oil.1. Total compliance with the RSPO Sustainability Principles2. Permanently training our collaborators to create culture on relevant issues of pollution prevention, conservation of resources, protection of biodiversity and coexistence of all parties3. Continue in constant communication with stakeholders to create environments that generate trust and jointly develop programs to benefit local communities with education, welfare and health programs.","The following actions that we describe are the ones we will undertake to ensure the production of sustainable oil and promote production throughout the supply bases in HONDURAS and be a role model for others in the sector:1. Continue supporting the Sector as a Member of the Technical Committee-Honduras in the transfer of information, strengthening capacities to prepare personnel capable of achieving the certification in the shortest time possible of small and independent producers.2. Work in a comprehensive manner with the sector, governments, NGOs and other stakeholders to achieve the certification of small producers3. Continue supporting the UNPALA Producers -Registered in RSPO and in the process of Certification, so that the Group certification is achieved to be an example to follow in the palm context and ensure sustainable production in the region.",other,We have disclosed requested information.,y," JAREMAR, continues supporting a group of producers called UNPALAThey are independent producers.they are being supported in the accompaniment of the certificationalso with financial support in the supply of inputs, fertilization and technical support.This group also has financial support from RSSF since Jaremar, together with PROFOREST, presented a proposal, which was tested in 2016During 2017-2018, we are working on the implementation of each of the principlesStrengthening1. UNPALA Internal Control System2. Advising on the implementation of floor on, Agrochemical storage facilities.3. Didactic Material4. Training of Good Practices.5. Accompaniment in Internal audits6. Monitoring and Monitoring of EIA, EIS, AVCAmong other things.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None,"1. Continue participating in the Consultation Group of Latin America (GCAL) with Suyapa Diaz as a Member sharing experiences of the certification of Small Producers and the Context of the sector of Palma in Honduras2. identifying risks and needs of small producers and supporting them in the implementation of RSPO requirements3. Work together with other actors and make approaches with the Government informing of the challenges and obstacles in the Sector Certification4. Support small producers with training in good practices, finance fertilizers and supplies to improve yields by Hectarea.5. Development of education, health and welfare programs in the communities close to our palm projects"
37,1539,Hacienda La Cabana S.A.,Colombia,"May 6, 2018, 2:00 am",opg; processor,1-0131-12-000-00,Oil palm grower &amp; miller,2,6799.5,-,930,0,-,-,7729.5,-,0,-,-,Colombia,0,schemed; independent; outgrowers,3932.5,0,0,0,897.16,0,39505.6,0,0,0,1,0,0,0,27,2.5,0,0,0,0,0,0,0,2017,Between December 11th and 15th 2017 we presented our Certification Audit process. The auditory entity was Control Union.Nowadays we are closing the NC from the auditory.,2018,"Between March 19th  to 21st 2018 were done on site auditory visit from Control Union in order to review corrective and preventive action  plans for the NC found during December 2017 auditory. Right now, there are 2 NC pending to close. One of those is related to the approval of the Remediation and Compensation Plan already sent to RSPO Compensation Panel",2020,-,2020,-,nucleo-hacienda-la-cabana.shp,y,-,There is no change since previous ACOP,n,-,-,-,-,"2016 GHG footprint report included all the management units that are part of Hacienda La CabaÌ±a S. A., the mill and the kernel oil production facility.","-6,66 tCO2e/ha","0,70 tCO2e/tCPO",POMEFertilizersElectric energy supplied from the grid Fuel useChange in land use,- Ensure compliance with the RSPO P & C at all levels of the organization.- Internally promote the continuous improvement of the sustainability management system.- Include at least 4 of our FFB suppliers in the RSPO certification auditory.,"- Work closely to Fedepalma in good agricultural practices projects.- Support small producers in compliance with RSPO P&C thru technical assistance programs.- Continuously inform our customers about the activities, programs, benefits and characteristics of the CSPO and its differences with non certified products.",other,We disclosed the information requested.,y,"We support them in different ways:- Continuous technical assistance.- Financial support thru fertilizers supply.- Capacitation in sustainability, agricultural and technical items.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Main obstacle is the lack of understanding from end users, abroad governments  and other entities that CSPO means that the product is different from the non certified one and therefore should be treated differently.","We work closely with ONG (WWF, Humboldt OPAL, others), , universities, etc in order to promote the Palm Oils Sustainability and Certified product along the markets and the general public."
38,931,Hap Seng Plantations Holdings Bhd,Malaysia,"April 20, 2018, 11:20 pm",opg,1-0098-11-000-00,Oil palm grower &amp; miller,15,38776.62,0,1401.98,0,0,0,40178.6,12,32816.61,-,Sabah,-,0,-,0,0,0,0,0,0,0,0,0,0,4,4,0,0,180,0,0,2092.84,38101.74,87514.12,0,0,127708.7,2012,Certification Unit (CU) of Sungai Segama Group Of Estates was RSPO Certified in 2012,2019,The timebound plan to achieve 100% RSPO proposed to be extended to 2019 after seek advice from RSPO Compensation unit. Since we still have 3 estates undergoing compensation procedure and we are unable to provide the actual date of compensation plan approval from the compensation panel.,-,-,2022,In progress to encourage the smallholder to go for RSPO smallholder certification.,acoppalmoilplantation_hapsengplantations_2018.rar,y,-,475.86Ha was acquired in year 2016 under Tabin Estate that undergoing compensation procedure.,y,-,-,-,-,-,-,-,-,Engage trainers on attend training RSPO P&C/RSPO supply Chain Standard,Promote sales of CSPO to buyers.,unknown,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Limited source of i) government authorized contractor, locally for disposal of schedule waste. ii) Competent person training and etc iii) irregular demand of CSPO and CSPK compared to the production. Iv) Varied interpretation from auditors on same RSPO P&C and this will confuse what effort shall be taken by grower in promotion of CSPO.",Continue to produce and improve productivity
39,1366,HONDUPALMA,Honduras,"May 4, 2018, 4:55 am",opg,1-0125-12-000-00,"Oil palm grower, miller and kernel crusher operator",31,10492.09,0,81.95,65.96,0,7001.59,17641.59,-,0,-,-,Honduras,0,schemed; associated; independent,230869,0,16330.75,0,80068.08,0,0,0,0,0,1,0,1,0,60,3,0,0,0,0,0,83342.28,83342.28,2018,"The RSPO standard is implemented in the company, the auditing process for validation has been delayed due to the process that takes the approval of the conceptual note of compensation and remediation, currently the note is already in the compensation panel of RSPO being revised and we wait the process may end in the current year 2018.",2018,-,2021,-,2021,-,baeses-y-hondupalma.rar,y,-,"In this space I want to clarify that the increase in Hondupalma has not been due to new purchases, but there was a review of maps and property titles that led to adjust the values, however these were already considered in the LUC presented to RSPO and the The value presented in this ACOP is aligned with that of the LUC. In the same way, the HCV values were separated since areas in conservation that are not HVC were being reported.",n,-,-,-,-,31,2.32,0.54,The main source of emissions in the CO2 calculator are agricultural work.,"Currently we have been involved in the implementation process of the RSPO standard, the LUC land use change study was presented, which was approved by RSPO, we developed the conceptual note for remediation and compensation which is being reviewed by the panel of compensation. Once finalized, we will proceed to request the audit by the external entity.",Participating in the promotion events of the RSPO standard. Informing our clients about our RSPO member status and the social and environmental commitment that Hondupalma has acquired so that the produced oil is produced in a sustainable manner. Promoting environmental and social issues with schools and community colleges. Showing clients and community the value of sustainable palm oil by reducing the impact on the environment and contributing to the development of the community.,unknown,-,y,"Hondupalma provides independent producers with technical support, provides plants and supplies for credit, provides training in sustainable agricultural practices.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The legal processes continue to be a bureaucratic challenge due to the permits and licenses that the government issues. Even in Honduras there are no accredited professionals in HVC, so hiring these services becomes expensive and difficult. The support of NGOs such as WWF has been able to advance in some processes such as the LUC analysis and have been an important guide in the certification process.","Hondupalma has provided financial and human support in the implementation process of the standard, participates in the dissemination events of the standard, provides training to schools and the community on environmental issues and informs the clients of the process in the RSPO certification process.In the same way, it participates together with an important client \'Wilmar\' in the training of small producers on issues of sustainability and agricultural management through the Wilmar Smallholders Support Honduras (WISSH) program.In parallel Hondupalma has implemented other standards with compatible principles to RSPO, obtaining the certificates of: ISO 9001, ISO 14001, OHSAS 18801, FSCC 22000, Rainfores Alliance, ISCC EU, ISCC PLUS, which shows once again its high commitment in promote within and outside the organization sustainability in all its processes."
40,4549,Ikatan Kayangan Sdn Bhd,Malaysia,"April 25, 2018, 8:07 am",opg,1-0227-17-000-00,Oil palm grower,1,7825.97,-,0,1248.31,-,-,9074.28,-,0,-,Sabah,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,-,2020,-,-,-,2022,-,estate-map-in_shp.zip,y,-,Not available,n,-,-,-,-,Non,Not available,Not available,Not available,To continue certification of our operating unit,Through our stakeholder meeting and engagement,unknown,-,n,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,High cost of implementation,Engagement with stakeholders
